source,field,token,mentions,clusters
programmes,Target_Group,All population groups,300,
programmes,Theme,Promotion of healthy diet and prevention of obesity and diet-related NCDs,234,ncd_diet
programmes,Theme,Food fortification,212,fortification
programmes,Target_Group,Lactating women (LW),208,maternal
programmes,Theme,Management of wasting,196,wasting_stunting
programmes,Micronutrient,Vitamin A,194,micronutrient
programmes,Theme,Nutrition and infectious disease,184,infection
programmes,Micronutrient,Iron,182,anaemia
programmes,Theme,Breastfeeding promotion and counselling,155,iycf
programmes,Theme,Nutrition in schools,144,schools_education
programmes,Micronutrient,Folic acid,138,anaemia
programmes,Topic,Vitamin A supplementation,112,micronutrient
programmes,Topic,Wheat flour fortification,107,fortification
programmes,Topic,Deworming,104,infection
programmes,Micronutrient,Iodine,91,micronutrient
programmes,Topic,Iron and folic acid supplementation,84,anaemia
programmes,Theme,Health-related,81,
programmes,Target_Group,Women of reproductive age (WRA),80,maternal
programmes,Topic,Management of severe acute malnutrition,75,wasting_stunting
programmes,Micronutrient,Zinc,74,micronutrient
programmes,Target_Group,Adult men and women,73,
programmes,Target_Group,Infants (up to 1 year of age),70,iycf
programmes,Topic,Breastfeeding promotion and/or counselling,68,iycf
programmes,Topic,Food distribution/supplementation for prevention of acute malnutrition,66,food_security|wasting_stunting
programmes,Target_Group,Newborns (up to 28 days of age),62,iycf
programmes,Topic,Salt iodization (Problem for action),61,fortification
programmes,Target_Group,Pregnant/lactating women with HIV/AIDS,60,infection|maternal
programmes,Target_Group,SAM child,56,wasting_stunting
programmes,Topic,Growth monitoring and promotion,55,wasting_stunting
programmes,Topic,Nutrition education and counselling,52,schools_education
programmes,Topic,Management of moderate malnutrition,51,wasting_stunting
programmes,Topic,Counselling on nutritional support&care for people living with HIV,50,infection
programmes,Theme,Food security and agriculture-related,49,food_security
programmes,Topic,Iron supplementation,47,anaemia
programmes,Target_Group,HIV cases,41,infection
programmes,Topic,Infant feeding in the context of HIV,41,infection|iycf
programmes,Topic,Multiple micronutrients supplementation,41,anaemia
programmes,Target_Group,MAM child,38,wasting_stunting
programmes,Topic,School feeding programmes,36,food_security|schools_education
programmes,Micronutrient,B vitamins,35,micronutrient
programmes,Topic,Oil fortification,35,fortification
programmes,Topic,Media promotion of healthy nutrition,34,ncd_diet
programmes,Target_Group,TB cases,33,infection
programmes,Topic,Zinc supplementation,33,micronutrient
programmes,Target_Group,Adolescents,30,
programmes,Topic,Counselling on nutritional support & care for people living with TB,30,infection
programmes,Theme,Baby-friendly Hospital Initiative (BFHI),29,iycf
programmes,Topic,Baby-friendly Hospital Initiative (BFHI),28,iycf
programmes,Topic,Nutrition education included in school curriculum,27,schools_education
programmes,Topic,Iodine supplementation,26,micronutrient
programmes,Theme,Other non-health-related,25,
programmes,Topic,Feeding of LBW infants,25,iycf
programmes,Topic,"Home, school or community gardening",24,food_security|schools_education
programmes,Target_Group,Family ( living in same household),21,
programmes,Topic,Distribution of insecticide-treated bednets,20,infection
programmes,Topic,Infant feeding in the context of emergencies,20,iycf
programmes,Topic,Food-based dietary guidelines,19,ncd_diet
programmes,Topic,Maize/corn flour fortification,19,fortification
programmes,Topic,Multiple micronutrient powder (point-of-use fortification),18,anaemia|fortification
programmes,Topic,Preventive malaria treatment,18,infection
programmes,Topic,Conditional cash transfer,17,food_security
programmes,Topic,Promotion of food security and agriculture,17,food_security
programmes,Topic,Promotion of improved hygiene practices including handwashing,16,infection
programmes,Target_Group,Females,15,maternal
programmes,Topic,Folic acid supplementation,15,anaemia
programmes,Topic,Monitoring children's growth in schools,14,schools_education|wasting_stunting
programmes,Topic,Micronutrient supplementation in schools,13,micronutrient|schools_education
programmes,Topic,Nutrient declaration,13,ncd_diet
programmes,Topic,Complementary food fortification,12,fortification|iycf
programmes,Topic,Extracurricular nutrition education,12,schools_education
programmes,Target_Group,Elderly,11,
programmes,Topic,Nutrient-based dietary guidelines,11,ncd_diet
programmes,Topic,School fruit and vegetable scheme,11,food_security|ncd_diet|schools_education
programmes,Micronutrient,Calcium,10,micronutrient
programmes,Target_Group,Diarrhoea cases,10,infection
programmes,Topic,Implementation of legislation on marketing of unhealthy foods and beverages to children,10,ncd_diet
programmes,Topic,Nutrition and health claims,10,ncd_diet
programmes,Topic,Sugar fortification,10,fortification
programmes,Topic,Calcium supplementation,9,micronutrient
programmes,Topic,Nutrition-Friendly Schools Initiative (NFSI)/Health promoting schools,9,schools_education
programmes,Topic,Provision of safe water,9,infection
programmes,Topic,Taxation and price policies,9,ncd_diet
programmes,Topic,Improved food safety at vending places,8,ncd_diet
programmes,Topic,Labelling of food products,8,ncd_diet
programmes,Topic,Standards or rules for foods and beverages available in schools,8,ncd_diet|schools_education
programmes,Topic,Women's education,8,maternal|schools_education
programmes,Topic,School milk scheme,7,food_security|schools_education
programmes,Topic,Promotion and implementation of properly timed cord clamping,6,iycf
programmes,Target_Group,Stunted child,5,wasting_stunting
programmes,Topic,Margarine/butter fortification,5,fortification
programmes,Topic,Promotion of fruit and vegetable intake,5,ncd_diet
programmes,Micronutrient,Vitamin D,4,micronutrient
programmes,Target_Group,Non-pregnant women (NPW),4,maternal
programmes,Target_Group,"Non-pregnant, non-lactating women (NPNLW)",4,maternal
programmes,Topic,Lipid-based nutrient supplementation,4,anaemia
programmes,Topic,Standards for marketing of food and non-alcoholic beverages to children in school setting,4,ncd_diet|schools_education
programmes,Target_Group,Malaria cases,3,infection
programmes,Theme,Front-of-pack labelling,3,ncd_diet
programmes,Topic,Biofortification,3,fortification
programmes,Topic,Crop selection strategies,3,food_security
programmes,Topic,Front-of-pack labelling system,3,ncd_diet
programmes,Topic,Promotion of household food security,3,food_security
programmes,Topic,"Reformulation of foods and/or beverages to reduce saturated fatty acid, trans fatty acid, sugars or salt/sodium content",3,ncd_diet
programmes,Topic,Vending machines not allowed in schools,3,ncd_diet|schools_education
programmes,Target_Group,Internally displaced people (IDPs)/refugees,2,
programmes,Topic,Food diversification,2,food_security
programmes,Topic,Menu labelling,2,ncd_diet
programmes,Topic,Oral rehydration solution promotion,2,infection
programmes,Topic,Rice fortification,2,fortification
programmes,Topic,Vaccination,2,infection
programmes,Target_Group,Males,1,
programmes,Theme,"Maternal, infant and young child nutrition",1,iycf|maternal
programmes,Topic,Baby-friendly community initiative,1,iycf
programmes,Topic,Ban or virtual elimination of industrial trans fatty acids,1,ncd_diet
programmes,Topic,Care of LBW infants,1,iycf
programmes,Topic,Implementation of maternity protection,1,maternal
programmes,Topic,Other food fortification,1,fortification
programmes,Topic,Promotion of healthy diets,1,ncd_diet
programmes,Topic,Reformulation of foods and/or beverages to reduce salt/sodium content,1,ncd_diet
mechanisms,Topics,"Maternal, infant and young child nutrition",40,iycf|maternal
mechanisms,Topics,Nutrition sensitive actions,40,food_security
mechanisms,Topics,Acute malnutrition,37,wasting_stunting
mechanisms,Topics,Vitamin and mineral nutrition,37,micronutrient
mechanisms,Topics,Nutrition and infectious disease,33,infection
mechanisms,Topics,Nutrition in schools,33,schools_education
mechanisms,Topics,Promotion of healthy diet and prevention of obesity and diet-related NCDs,31,ncd_diet
mechanisms,Topics,Fortification of salt,19,fortification
mechanisms,Topics,Fortification of wheat flour,12,fortification
mechanisms,Topics,Fortification of oils and margarine,11,fortification
mechanisms,Topics,International Code of Marketing of Breast-milk Substitutes,6,iycf
mechanisms,Topics,Fortification of maize flour,4,fortification
mechanisms,Topics,Nutrient declaration,4,ncd_diet
mechanisms,Topics,Standards or rules for foods and beverages available in schools,3,ncd_diet|schools_education
mechanisms,Topics,Menu labelling,2,ncd_diet
mechanisms,Topics,Ban or virtual elimination of industrial trans fatty acids,1,ncd_diet
mechanisms,Topics,Food fortification,1,fortification
mechanisms,Topics,Fortification of condiments and seasonings,1,fortification
mechanisms,Topics,Fortification of sugar,1,fortification
mechanisms,Topics,Regulating marketing of unhealthy foods and beverages to children,1,ncd_diet
